질병코드,한글명,영문명,카테고리
C17.2,회맹장판막의 악성 신생물(C18.0),Malignant neoplasm of ileocaecal valve(C18.0),암
C17.3,메켈게실의 악성 신생물,Malignant neoplasm of meckel diverticulum,암
C17.8,소장의 중복병변의 악성 신생물,Malignant neoplasm of overlapping lesion of small intestine,암
C17.9,상세불명의 소장의 악성 신생물,"Malignant neoplasm of small intestine, unspecified",암
C18,결장의 악성 신생물,Malignant neoplasm of colon,암
C18.0,맹장의 악성 신생물,Malignant neoplasm of caecum,암
C18.0,회맹판의 악성 신생물,Malignant neoplasm of ileocaecal valve,암
C18.1,충수의 악성 신생물,Malignant neoplasm of appendix,암
C18.2,상행결장의 악성 신생물,Malignant neoplasm of ascending colon,암
C18.3,간굴곡의 악성 신생물,Malignant neoplasm of hepatic flexure,암
C18.4,횡행결장의 악성 신생물,Malignant neoplasm of transverse colon,암
C18.5,비장굴곡의 악성 신생물,Malignant neoplasm of splenic flexure,암
C18.6,하행결장의 악성 신생물,Malignant neoplasm of descending colon,암
C18.7,구불결장의 악성 신생물,Malignant neoplasm of sigmoid colon,암
C18.7,구불(굴곡)의 악성 신생물,Malignant neoplasm of sigmoid(flexure),암
C18.7,직장구불결장접합부의 악성 신생물(C19),Malignant neoplasm of rectosigmoid junction(C19),암
C18.8,결장의 중복병변의 악성 신생물,Malignant neoplasm of overlapping lesion of colon,암
C18.9,상세불명의 결장의 악성 신생물,"Malignant neoplasm of colon, unspecified",암
C18.9,대장의 악성 신생물 NOS,Malignant neoplasm of large intestine NOS,암
C19,직장구불결장접합부의 악성 신생물,Malignant neoplasm of rectosigmoid junction,암
C19,직장구불(결장)의 악성 신생물,Malignant neoplasm of rectosigmoid(colon),암
C19,직장을 동반한 결장의 악성 신생물,Malignant neoplasm of colon with rectum,암
C20,직장의 악성 신생물,Malignant neoplasm of rectum,암
C20,직장팽대의 악성 신생물,Malignant neoplasm of rectal ampulla,암
C21,항문 및 항문관의 악성 신생물,Malignant neoplasm of anus and anal canal,암
C21.0,상세불명의 항문의 악성 신생물,"Malignant neoplasm of anus, unspecified",암
C21.0,"항문가장자리의 악성 신생물(C43.5, C44.5)","Malignant neoplasm of anal margin(C43.5, C44.5)",암
C21.0,"항문주위피부의 악성 신생물(C43.5, C44.5)","Malignant neoplasm of perianal skin(C43.5, C44.5)",암
C21.0,"항문피부의 악성 신생물(C43.5, C44.5)","Malignant neoplasm of anal skin(C43.5, C44.5)",암
C21.1,항문관의 악성 신생물,Malignant neoplasm of anal canal,암
C21.1,항문괄약근의 악성 신생물,Malignant neoplasm of anal sphincter,암
C21.2,총배설강대의 악성 신생물,Malignant neoplasm of cloacogenic zone,암
C21.8,"직장, 항문 및 항문관의 중복병변의 악성 신생물","Malignant neoplasm of overlapping lesion of rectum, anus and anal canal",암
C21.8,"항목 C20-C21.2의 어디에도 분류할 수 없는 직장, 항문 및 항문관의 악성 신생물","Malignant neoplasm of rectum, anus and anal canal whose point of origin cannot be classified to any one of the categories C20-C21.2",암
C21.8,항문직장의 악성 신생물,Malignant neoplasm of anorectum,암
C21.8,항문직장접합부의 악성 신생물,Malignant neoplasm of anorectal junction,암
C22,간 및 간내 담관의 악성 신생물,Malignant neoplasm of liver and intrahepatic bile ducts,암
C22,간의 이차성 악성 신생물의 악성 신생물(C78.7),Malignant neoplasm of secondary malignant neoplasm of liver(C78.7),암
C22,담도의 악성 신생물 NOS(C24.9),Malignant neoplasm of biliary tract NOS(C24.9),암
C22.0,간세포암종의 악성 신생물,Malignant neoplasm of liver cell carcinoma,암
C22.0,간세포암종의 악성 신생물,Malignant neoplasm of hepatocellular carcinoma,암
C22.0,간암의 악성 신생물,Malignant neoplasm of hepatoma,암
C22.1,간내담관암종의 악성 신생물,Malignant neoplasm of intrahepatic bile duct carcinoma,암
C22.1,담관암종의 악성 신생물,Malignant neoplasm of cholangiocarcinoma,암
C22.2,간모세포종의 악성 신생물,Malignant neoplasm of hepatoblastoma,암
C22.3,간의 혈관육종의 악성 신생물,Malignant neoplasm of angiosarcoma of liver,암
C22.3,쿠퍼세포육종의 악성 신생물,Malignant neoplasm of kupffer cell sarcoma,암
C22.4,기타 간의 육종의 악성 신생물,Malignant neoplasm of other sarcomas of liver,암
C22.7,기타 명시된 간의 암종의 악성 신생물,Malignant neoplasm of other specified carcinomas of liver,암
C22.9,상세불명의 간의 악성 신생물,"Malignant neoplasm of liver, unspecified",암
C23,담낭의 악성 신생물,Malignant neoplasm of gallbladder,암
C24,담도의 기타 및 상세불명 부분의 악성 신생물,Malignant neoplasm of other and unspecified parts of biliary tract,암
C24,간내담관의 악성 신생물(C22.1),Malignant neoplasm of intrahepatic bile duct(C22.1),암
C24.0,간외담관의 악성 신생물,Malignant neoplasm of extrahepatic bile duct,암
C24.0,간관의 악성 신생물,Malignant neoplasm of hepatic duct,암
C24.0,담관 또는 담도의 악성 신생물 NOS,Malignant neoplasm of biliary duct or passage NOS,암
C24.0,담낭관의 악성 신생물,Malignant neoplasm of cystic duct,암
C24.0,총담관의 악성 신생물,Malignant neoplasm of common bile duct,암
C24.1,바터팽대의 악성 신생물,Malignant neoplasm of ampulla of Vater,암
C24.8,담도의 중복병변의 악성 신생물,Malignant neoplasm of overlapping lesion of biliary tract,암
C24.8,간내 및 간외 담관 양쪽을 침범한 악성 신생물,Malignant neoplasm involving both intrahepatic and extrahepatic bile ducts,암
C24.8,항목 C22.0-C24.1 어디에도 신생물의 기원 부위가 분류될 수 없는 담도의 악성 신생물,Malignant neoplasm of biliary tract whose point of origin cannot be classified to any one of the categories C22.0-C24.1,암
C24.9,상세불명의 담도의 악성 신생물,"Malignant neoplasm of biliary tract, unspecified",암
C25,췌장의 악성 신생물,Malignant neoplasm of pancreas,암
C25.0,췌장의 두부의 악성 신생물,Malignant neoplasm of head of pancreas,암
C25.1,췌장의 체부의 악성 신생물,Malignant neoplasm of body of pancreas,암
C25.2,췌장의 꼬리의 악성 신생물,Malignant neoplasm of tail of pancreas,암
C25.3,췌관의 악성 신생물,Malignant neoplasm of pancreatic duct,암
C25.4,내분비췌장의 악성 신생물,Malignant neoplasm of endocrine pancreas,암
C25.4,랑게르한스섬의 악성 신생물,Malignant neoplasm of islets of Langerhans,암
C25.7,췌장의 기타 부분의 악성 신생물,Malignant neoplasm of other parts of pancreas,암
C25.7,췌장의 경부의 악성 신생물,Malignant neoplasm of neck of pancreas,암
C25.8,췌장의 중복병변의 악성 신생물,Malignant neoplasm of overlapping lesion of pancreas,암
C25.9,상세불명의 췌장의 악성 신생물,"Malignant neoplasm of pancreas, unspecified",암
C26,기타 및 부위불명 소화기관의 악성 신생물,Malignant neoplasm of other and ill-defined digestive organs,암
C26,복막 및 후복막의 악성 신생물(C48.-),Malignant neoplasm of peritoneum and retroperitoneum(C48.-),암
C26.0,상세불명 부분의 장관의 악성 신생물,"Malignant neoplasm of intestinal tract, part unspecified",암
C26.0,장의 악성 신생물 NOS,Malignant neoplasm of intestine NOS,암
C26.1,비장의 악성 신생물,Malignant neoplasm of spleen,암
C26.8,소화계통의 중복병변의 악성 신생물,Malignant neoplasm of overlapping lesion of digestive system,암
C26.8,항목 C15-C26.1의 어디에도 신생물의 기원 부위를 분류할 수 없는 소화기관의 악성 신생물,Malignant neoplasm of digestive organs whose point of origin cannot be classified to any one of the categories C15-C26.1,암
C26.8,분문-식도접합부의 악성 신생물(C16.0),Malignant neoplasm of cardio-oesophageal junction(C16.0),암
C26.9,소화계통내의 불명확한 부위의 악성 신생물,Malignant neoplasm of ill-defined sites within the digestive system,암
C26.9,소화관의 악성 신생물 NOS,Malignant neoplasm of alimentary canal or tract NOS,암
C26.9,위장관의 악성 신생물 NOS,Malignant neoplasm of gastrointestinal tract NOS,암
C30-C39,호흡기 및 흉곽내기관의 악성 신생물(C30-C39),Malignant neoplasms of respiratory and intrathoracic organs(C30-C39),암
C30-C39,중이의 악성 신생물,Malignant neoplasm of middle ear,암
C30-C39,중피종의 악성 신생물(C45.-),Malignant neoplasm of mesothelioma(C45.-),암
C30,비강 및 중이의 악성 신생물,Malignant neoplasm of nasal cavity and middle ear,암
C30.0,비강의 악성 신생물,Malignant neoplasm of nasal cavity,암
C30.0,코연골의 악성 신생물,Malignant neoplasm of cartilage of nose,암
C30.0,"갑개, 코의 악성 신생물","Malignant neoplasm of concha, nasal",암
C30.0,속코의 악성 신생물,Malignant neoplasm of internal nose,암
C30.0,비중격의 악성 신생물,Malignant neoplasm of septum of nose,암
C30.0,코전정의 악성 신생물,Malignant neoplasm of vestibule of nose,암
C30.0,비골의 악성 신생물(C41.01),Malignant neoplasm of nasal bone(C41.01),암
C30.0,코의 악성 신생물 NOS(C76.0),Malignant neoplasm of nose NOS(C76.0),암
C30.0,후각구의 악성 신생물(C72.2),Malignant neoplasm of olfactory bulb(C72.2),암
C30.0,비중격의 후연 및 후비공의 악성 신생물(C11.3),Malignant neoplasm of posterior margin of nasal septum and choana(C11.3),암
C30.0,"코의 피부의 악성 신생물(C43.3, C44.3)","Malignant neoplasm of skin of nose(C43.3, C44.3)",암
C30.1,중이의 악성 신생물,Malignant neoplasm of middle ear,암
C30.1,귀인두관의 악성 신생물,Malignant neoplasm of eustachian tube,암
C30.1,내이의 악성 신생물,Malignant neoplasm of inner ear,암
C30.1,유돌붕소의 악성 신생물,Malignant neoplasm of mastoid air cells,암
C30.1,"외이도의 악성 신생물(C43.2, C44.2)","Malignant neoplasm of auricular canal(external)(C43.2, C44.2)",암
C30.1,귀(이도)의 뼈의 악성 신생물(C41.00),Malignant neoplasm of bone of ear(meatus)(C41.00),암
C30.1,귀연골의 악성 신생물(C49.0),Malignant neoplasm of cartilage of ear(C49.0),암
C30.1,"(바깥)귀의 피부의 악성 신생물(C43.2, C44.2)","Malignant neoplasm of skin of (external) ear(C43.2, C44.2)",암
C31,부비동의 악성 신생물,Malignant neoplasm of accessory sinuses,암
C31.0,상악동의 악성 신생물,Malignant neoplasm of maxillary sinus,암
C31.0,"(하이모어, 상악)동의 악성 신생물","Malignant neoplasm of antrum (Highmore, maxillary)",암
C31.1,사골동의 악성 신생물,Malignant neoplasm of ethmoidal sinus,암
C31.2,전두동의 악성 신생물,Malignant neoplasm of frontal sinus,암
C31.3,접형골동의 악성 신생물,Malignant neoplasm of sphenoidal sinus,암
C31.8,부비동의 중복병변의 악성 신생물,Malignant neoplasm of overlapping lesion of accessory sinuses,암
C31.9,상세불명의 부비동의 악성 신생물,"Malignant neoplasm of accessory sinus, unspecified",암
C32,후두의 악성 신생물,Malignant neoplasm of larynx,암
C32.0,성문의 악성 신생물,Malignant neoplasm of glottis,암
C32.0,내인성 후두의 악성 신생물,Malignant neoplasm of intrinsic larynx,암
C32.0,성대(진)의 악성 신생물 NOS,Malignant neoplasm of vocal cord(true) NOS,암
C32.1,성문상의 악성 신생물,Malignant neoplasm of supraglottis,암
C32.1,후두면의 피열후두개주름의 악성 신생물,"Malignant neoplasm of aryepiglottic fold, laryngeal aspect",암
C32.1,후두개(설골상부)의 악성 신생물 NOS,Malignant neoplasm of epiglottis(suprahyoid portion) NOS,암
C32.1,외인성 후두의 악성 신생물,Malignant neoplasm of extrinsic larynx,암
C32.1,가성대의 악성 신생물,Malignant neoplasm of false vocal cord,암
C32.1,후두개의 후(후두)면의 악성 신생물,Malignant neoplasm of posterior(laryngeal) surface of epiglottis,암
C32.1,가성대의 악성 신생물,Malignant neoplasm of ventricular bands,암
C32.1,후두개의 앞면의 악성 신생물(C10.1),Malignant neoplasm of anterior surface of epiglottis(C10.1),암
C32.1,피열후두개주름의 악성 신생물 NOS(C13.1),Malignant neoplasm of aryepiglottic fold NOS(C13.1),암
C32.1,하인두면의 피열후두개주름의 악성 신생물(C13.1),Malignant neoplasm of aryepiglottic fold of hypopharyngeal aspect(C13.1),암
C32.1,변연부의 피열후두개주름의 악성 신생물(C13.1),Malignant neoplasm of aryepiglottic fold of marginal zone(C13.1),암
C32.2,성문하의 악성 신생물,Malignant neoplasm of subglottis,암
C32.3,후두연골의 악성 신생물,Malignant neoplasm of laryngeal cartilage,암
C32.8,후두의 중복병변의 악성 신생물,Malignant neoplasm of overlapping lesion of larynx,암
C32.9,상세불명의 후두의 악성 신생물,"Malignant neoplasm of larynx, unspecified",암
C33,기관의 악성 신생물,Malignant neoplasm of trachea,암
C34,기관지 및 폐의 악성 신생물,Malignant neoplasm of bronchus and lung,암
C34.0,주기관지의 악성 신생물,Malignant neoplasm of main bronchus,암
C34.0,기관분기부의 악성 신생물,Malignant neoplasm of carina,암
C34.0,폐문의 악성 신생물,Malignant neoplasm of hilus(of lung),암
C34.00,"주기관지의 악성 신생물, 오른쪽","Malignant neoplasm of main bronchus, right",암
C34.00,"기관분기부의 악성 신생물, 오른쪽","Malignant neoplasm of carina, right",암
C34.00,"폐문의 악성 신생물, 오른쪽","Malignant neoplasm of hilus(of lung), right",암
C34.01,"주기관지의 악성 신생물, 왼쪽","Malignant neoplasm of main bronchus, left",암
C34.01,"기관분기부의 악성 신생물, 왼쪽","Malignant neoplasm of carina, left",암
C34.01,"폐문의 악성 신생물, 왼쪽","Malignant neoplasm of hilus(of lung), left",암
C34.09,"주기관지의 악성 신생물, 상세불명 쪽","Malignant neoplasm of main bronchus, unspecified side",암
C34.09,"기관분기부의 악성 신생물, 상세불명 쪽","Malignant neoplasm of carina, unspecified side",암
C34.09,"폐문의 악성 신생물, 상세불명 쪽","Malignant neoplasm of hilus(of lung), unspecified side",암
C34.1,"상엽, 기관지 또는 폐의 악성 신생물","Malignant neoplasm of upper lobe, bronchus or lung",암
C34.10,"상엽, 기관지 또는 폐의 악성 신생물, 오른쪽","Malignant neoplasm of upper lobe, bronchus or lung, right",암
C34.11,"상엽, 기관지 또는 폐의 악성 신생물, 왼쪽","Malignant neoplasm of upper lobe, bronchus or lung, left",암
C34.19,"상엽, 기관지 또는 폐의 악성 신생물, 상세불명 쪽","Malignant neoplasm of upper lobe, bronchus or lung, unspecified side",암
